"","text","favoriteCount","replyToSN","screenName","retweetCount","date.stamp","weekday"
"165"," Grab a Bud Light and settle in. This should be a great game. <ed><U+00A0><U+00BC><ed><U+00BF><U+0088>",0,"Swarly_17","budlight",0,2017-10-20 00:29:01,"Fri"
"166"," Keep your spirits high, and your DillyDilly higher.",0,"55cowboy55","budlight",0,2017-10-20 00:27:03,"Fri"
"167"," Make sure to grab a cold one before kick-off. RaiderNation",1,"brian_patriot","budlight",1,2017-10-20 00:26:29,"Fri"
"168","    Thou art a true friend of the crown, DillyDilly!",3,"TrentIntorcia","budlight",2,2017-10-20 00:25:17,"Fri"
"169"," We'll cheers to that!",0,"ThekidRoy323","budlight",1,2017-10-20 00:23:45,"Fri"
"170"," We're not mad about it.",2,"mikemooney6969","budlight",1,2017-10-20 00:22:31,"Fri"
"171"," It�s gonna be epic!",1,"ohhsonniaa","budlight",0,2017-10-20 00:19:06,"Fri"
"172"," Cheers! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"tyler_painter16","budlight",0,2017-10-20 00:09:18,"Fri"
"173"," We'll drink to that. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BA>",1,"tyler_painter16","budlight",1,2017-10-20 00:04:00,"Fri"
"174"," Now that's a bold prediciton <ed><U+00A0><U+00BD><ed><U+00B1><U+0080>",2,"JasonWerline","budlight",0,2017-10-20 00:01:03,"Fri"
"175"," Kickoff is almost here!",0,"NRowe89","budlight",0,2017-10-19 23:57:53,"Thurs"
"176"," It's gonna be INTENSE!",1,"BraNTooCold314","budlight",1,2017-10-19 23:56:24,"Thurs"
"177"," It�s gonna be <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>.",1,"robbyfischer","budlight",1,2017-10-19 23:48:36,"Thurs"
"178"," Kickoff can't come soon enough.",1,"mackgurl1","budlight",0,2017-10-19 23:46:15,"Thurs"
"179"," Many more W's ahead. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"eric_sock","budlight",0,2017-10-19 23:45:09,"Thurs"
"180"," This should be a great game. <ed><U+00A0><U+00BC><ed><U+00BF><U+0088>",1,"WalterWatson","budlight",0,2017-10-19 23:24:57,"Thurs"
"181"," You the real MVP, Jordan. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"x_AiR_Jordan_x","budlight",1,2017-10-19 23:15:03,"Thurs"
"182"," We live for this.",2,"x_AiR_Jordan_x","budlight",1,2017-10-19 23:11:34,"Thurs"
"183"," If there's one way to sum up what we love about football, this is it!",1,"BillyTruelove","budlight",0,2017-10-19 23:10:23,"Thurs"
"184"," Jammin' <ed><U+00A0><U+00BC><ed><U+00BE><U+00B6><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",2,"AlbertLeRoi","budlight",1,2017-10-19 21:06:52,"Thurs"
"185"," You are the Dilly to our Dilly.",4,"HeyEmmer","budlight",1,2017-10-19 21:04:54,"Thurs"
"186","    Enjoying some BL with friends will keep you out of the Pit of Misery... Now DillyDilly!",6,"DGreeny52","budlight",3,2017-10-19 21:03:19,"Thurs"
"187"," At least you have BL. �\_(<U+30C4>)_/�",1,"Brian_No_Dice","budlight",0,2017-10-19 20:58:23,"Thurs"
"188"," Thou art a true friend of the crown, DillyDilly!",1,"cknight111","budlight",0,2017-10-19 20:41:42,"Thurs"
"189"," A legendary combo. <ed><U+00A0><U+00BD><ed><U+00B9><U+008C>",1,"RealCrownVic","budlight",0,2017-10-19 20:39:14,"Thurs"
"190"," What are you waiting for, Angie?",0,"Angeezy","budlight",0,2017-10-19 18:14:28,"Thurs"
"191"," You are the Dilly to our Dilly.",32,"Ahor19","budlight",15,2017-10-19 17:41:21,"Thurs"
"192"," See you there, Mike. DillyDilly!",0,"tha_9er","budlight",0,2017-10-19 17:35:21,"Thurs"
"193"," and  making us proud today. DILLY DILLY!",2,"alphaotis","budlight",1,2017-10-19 17:29:49,"Thurs"
"194"," Beer :30 is whenever you want it to be, Madi.",3,"Madi_Matthews_","budlight",1,2017-10-19 17:22:44,"Thurs"
"195","  Dilly Dilly all around!",3,"catkillian33","budlight",2,2017-10-19 17:21:52,"Thurs"
"196"," We love you, too.",1,"willemhurris","budlight",0,2017-10-19 17:20:01,"Thurs"
"197","  ",2,"ChrissyCSmith","budlight",0,2017-10-19 14:52:56,"Thurs"
"198"," See you tomorrow night for Game 6! PinstripePride DillyDilly",6,"TrentIntorcia","budlight",2,2017-10-19 14:48:17,"Thurs"
"199"," BL &amp; leftover Mooneys go together like Netflix &amp; Will.",4,"willemhurris","budlight",1,2017-10-19 14:44:08,"Thurs"
"200"," You know we'll be there! <ed><U+00A0><U+00BC><ed><U+00BF><U+0088>",1,"Mikejizzle23","budlight",0,2017-10-19 14:41:02,"Thurs"
"201"," Cubs take it to Game 5. DILLY DILLY!",0,"channing__tate","budlight",1,2017-10-19 14:40:53,"Thurs"
"202"," Have you brought an offering for the crown, Madam Chrissy?",1,"ChrissyCSmith","budlight",1,2017-10-19 14:37:07,"Thurs"
"203"," DillyDilly to your PinstripePride!",0,"bigdawg420","budlight",0,2017-10-19 14:36:24,"Thurs"
"204"," Bud Lights are chilly, so raise one up and say DillyDilly!",0,"tsos_20","budlight",0,2017-10-19 14:35:38,"Thurs"
"205"," Keep your spirits high, and your DillyDilly higher.",0,"Hines363","budlight",0,2017-10-19 14:29:28,"Thurs"
"206"," DillyDilly game strong <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA>",0,"HAlexSchmid","budlight",0,2017-10-19 14:25:29,"Thurs"
"207"," Good morrow, Sir Sean. Dilly Dilly!",0,"jediseanls","budlight",0,2017-10-19 14:25:24,"Thurs"
"208"," We'll give you one to make it even.",0,"CWillis879","budlight",0,2017-10-19 14:20:46,"Thurs"
"209"," Just need some ice and you'll be ready for kickoff! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"Mikejizzle23","budlight",0,2017-10-19 14:18:13,"Thurs"
"210"," A DillyDilly is well-deserved for this choice of beverage.",0,"ghoaste6","budlight",0,2017-10-19 13:52:21,"Thurs"
"211"," Two words. Say it, and we're yours. <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>",1,"PrimeTimePhil","budlight",0,2017-10-19 13:50:33,"Thurs"
"212","  That's how you get after it. Dilly Dilly!",0,"bigsexyjay17","budlight",1,2017-10-19 13:49:29,"Thurs"
"213"," No Pit of Misery for you, Sir James! DillyDilly!",0,"jimmy_crommo","budlight",0,2017-10-19 02:53:54,"Thurs"
"214"," We'll follow your lead, Max. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>",1,"max_49ers","budlight",0,2017-10-19 01:29:53,"Thurs"
"215"," The perfect combo. <ed><U+00A0><U+00BD><ed><U+00B9><U+008C>",0,"Taylor_Poston20","budlight",0,2017-10-19 01:22:16,"Thurs"
"216"," Dilly Dilly? DILLY DILLY!",1,"jimmy_crommo","budlight",0,2017-10-19 01:19:46,"Thurs"
"217","  Dilly Dilly all around!",1,"RMcLadd","budlight",0,2017-10-19 01:18:34,"Thurs"
"218"," You are the Dilly to our Dilly.",4,"PatrickSwagzee","budlight",1,2017-10-19 01:15:16,"Thurs"
"219"," 'Twas there ever a moment that deserved a DillyDilly, it's this one. PinstripePride",3,"TRLyons93","budlight",2,2017-10-19 01:09:44,"Thurs"
"220"," 'Twas there ever a moment that deserved a DillyDilly, it's this one. PinstripePride",1,"JustTTom2000","budlight",0,2017-10-19 01:09:44,"Thurs"
"221"," ""Ain't got a care in the world, but got plenty of (Bud Light) beer""... Tik Tok! <ed><U+00A0><U+00BC><ed><U+00BE><U+00B6><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",0,"WilliamFKing","budlight",1,2017-10-19 00:57:09,"Thurs"
"222"," BRB thinking of a DillyDilly Yankees W dance.",0,"ChrisMerc","budlight",0,2017-10-19 00:52:07,"Thurs"
"223"," If it's wrong, we don't want to be right. <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>",7,"BoobieTheGoat","budlight",1,2017-10-19 00:47:04,"Thurs"
"224"," Oooh, we saw that Yankees W! DILLY DILLY! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"CRotondi","budlight",0,2017-10-19 00:44:55,"Thurs"
"225"," Dilly Dilly all around! PinstripePride",1,"SmittytheYankee","budlight",1,2017-10-19 00:43:48,"Thurs"
"226","  ",1,"WalshaGBE","budlight",0,2017-10-19 00:20:48,"Thurs"
"227","   Thou art a true friend of the crown, DillyDilly!",6,"thatonetallguy0","budlight",4,2017-10-19 00:09:49,"Thurs"
"228"," Back �atcha. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB> DillyDilly",1,"JustTTom2000","budlight",0,2017-10-19 00:07:10,"Thurs"
"229"," Dilly Dilly?",1,"DebbyDaudelin","budlight",0,2017-10-18 21:36:22,"Wed"
"230","   'Tis ingrained in us all, and we are better people for it.",1,"BernieLoVerde","budlight",0,2017-10-18 21:35:44,"Wed"
"231","   Do we need to show you to the Pit of Misery? Dilly Dilly!",3,"budweiserusa","budlight",1,2017-10-18 21:26:38,"Wed"
"232","  Dilly Dilly! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",7,"markvenegas_","budlight",2,2017-10-18 21:04:47,"Wed"
"233"," We've almost lost control at this point. No regrets, only DillyDilly.",1,"TrillaJus","budlight",1,2017-10-18 21:04:16,"Wed"
"234","   Care to join us?",7,"martintt17","budlight",2,2017-10-18 20:42:52,"Wed"
"235"," Never gets old.",4,"Spacedonkey1","budlight",1,2017-10-18 20:41:07,"Wed"
"236"," Sir Marc, a true friend of the crown! Dilly Dilly!",5,"MarcWeiner69","budlight",2,2017-10-18 20:40:08,"Wed"
"237","  <U+261D><U+FE0F>",6,"martintt17","budlight",2,2017-10-18 20:31:19,"Wed"
"238"," You last week: On the verge of entering The Pit of Misery.
You this week: A loyal ally to the crown. DILLY DILLY!",1,"ADsXe","budlight",0,2017-10-18 20:30:44,"Wed"
"239","  You had us at cold Bud Light.",1,"Josiette77","budlight",0,2017-10-18 20:29:51,"Wed"
"240"," Bud Lights are chilly, so raise one up and say DillyDilly!",1,"bigdaddyhart33","budlight",2,2017-10-18 20:14:12,"Wed"
"241","  OF COURSE!",1,"Foss_Sports","budlight",0,2017-10-18 19:47:50,"Wed"
"242"," We hear you, Jordan. Let's make it happen!",2,"JordanIsenhart","budlight",1,2017-10-18 19:27:07,"Wed"
"243"," DillyDilly",10,"MitchelAQuiring","budlight",3,2017-10-18 19:17:35,"Wed"
"244","  Dilly Dilly! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",0,"gilmoreport","budlight",0,2017-10-18 18:51:55,"Wed"
"245"," Dilly Dilly here, Dilly Dilly there! Dilly Dilly everywhere!",2,"AbbottSays","budlight",1,2017-10-18 18:48:41,"Wed"
"246"," Back �atcha. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB> DillyDilly",0,"cody_lambert30","budlight",2,2017-10-18 18:38:47,"Wed"
"247","  ",0,"HSOJustin","budlight",0,2017-10-18 18:18:34,"Wed"
"248"," It's�it's beautiful. <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",0,"Taylortot324","budlight",0,2017-10-18 17:50:32,"Wed"
"249","   Consider it your new mantra.",1,"Foss_Sports","budlight",0,2017-10-18 17:49:48,"Wed"
"250","  ",1,"paul_coble","budlight",0,2017-10-18 15:14:42,"Wed"
"251"," To Sir Ryan, a true friend of the crown, Dilly Dilly!",3,"rlorbecki","budlight",1,2017-10-18 14:37:26,"Wed"
"252"," Sir Adam, thou art a trend setter. No Pit of Misery for you. DILLY DILLY!",1,"elseser","budlight",0,2017-10-18 14:31:18,"Wed"
"253"," We know. DillyDilly",3,"DjMatKis","budlight",1,2017-10-18 03:47:02,"Wed"
"254"," Let's go Fins! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"JFictum","budlight",0,2017-10-18 03:42:16,"Wed"
"255"," You've made the right choice. DillyDilly <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"connell_mikey","budlight",0,2017-10-18 03:41:39,"Wed"
"256"," We�ll never send you to the Pit of Misery. <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> DillyDilly",3,"jediseanls","budlight",0,2017-10-18 01:27:28,"Wed"
"257","dillydilly is becoming a thing, accept it.

",178,NA,"budlight",91,2017-10-18 00:32:16,"Wed"
"258"," To a true friend of the crown, DillyDilly!",1,"diggerolson84","budlight",1,2017-10-18 00:29:18,"Wed"
"259"," Have you brought an offering for the crown, Sir Mikey?",0,"connell_mikey","budlight",0,2017-10-18 00:27:57,"Wed"
"260","   ",2,"tclement22","budlight",1,2017-10-17 20:38:36,"Tues"
"261"," To a true friend of the crown, DillyDilly!",1,"Theahbal","budlight",0,2017-10-17 20:28:09,"Tues"
"262","  Dilly Dilly! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",10,"Iam_VanWild3r","budlight",0,2017-10-17 20:26:49,"Tues"
"263"," Sure, if you'd like a private tour of the Pit of Misery!",2,"pgnytz","budlight",0,2017-10-17 20:25:40,"Tues"
"264"," Please follow Sir Brad...to the Pit of Misery! DillyDilly",4,"ThompsonRyanM","budlight",0,2017-10-17 20:23:28,"Tues"
"265"," Nay Pit of Misery for thee Sir Josh. DILLY DILLY!",3,"coachbobb76","budlight",0,2017-10-17 19:09:49,"Tues"
"266"," Your humor is clearly going way over their heads. Keep on keepin� it real Sophia. DILLY DILLY!",50,"1followernodad","budlight",0,2017-10-17 18:56:12,"Tues"
"267"," Dilly Dilly! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"gstone5044","budlight",0,2017-10-17 18:55:37,"Tues"
"268"," Sir Gerard, thee taketh man cave to the next level. Dilly Dilly!",1,"gstone5044","budlight",0,2017-10-17 18:33:53,"Tues"
"269"," It�s more than just a catchphrase, Darren�it�s a lifestyle. DILLY DILLY!",48,"darrenrovell","budlight",10,2017-10-17 18:28:47,"Tues"
"270"," But Josh... BL is best when shared with a friend!",2,"coachbobb76","budlight",0,2017-10-17 18:25:32,"Tues"
"271","  ",3,"HunsTheGreat","budlight",1,2017-10-17 15:44:01,"Tues"
"272"," And this guy will be marriage material.",2,"alliperk98","budlight",3,2017-10-17 15:39:40,"Tues"
"273"," <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",0,"andrew_melby_15","budlight",0,2017-10-17 15:38:22,"Tues"
"274"," To the Pit of Misery! Dilly Dilly!",2,"MaseMase325","budlight",1,2017-10-17 15:38:08,"Tues"
"275"," You like what you like. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>",3,"matt_acmoody","budlight",1,2017-10-17 15:37:50,"Tues"
"276"," Have you brought an offering for the crown?",1,"gstone5044","budlight",0,2017-10-17 15:30:37,"Tues"
"277"," Sir Adam, this has spared you a private tour of the pit of misery. Dilly Dilly!",3,"AdamAxlKoop","budlight",0,2017-10-17 15:28:50,"Tues"
"278"," Dilly Dilly all around!",1,"dtaylor1","budlight",0,2017-10-17 15:26:49,"Tues"
"279"," Have you brought an offering for the crown?",2,"coachbobb76","budlight",0,2017-10-17 15:25:53,"Tues"
"280"," Happy birthday, Chris! Glad we could join.",1,"diggerolson84","budlight",1,2017-10-17 15:23:18,"Tues"
"281"," Oooh, it�s catching on. DillyDilly",0,"theanswerchaos","budlight",0,2017-10-17 15:19:24,"Tues"
"282"," Have you brought an offering for the crown?",0,"MaseMase325","budlight",0,2017-10-17 15:17:55,"Tues"
"283"," Ice cold Buuuud Light here!",1,"DudeRyannn","budlight",0,2017-10-17 15:15:24,"Tues"
"284"," Awesome picture, Chris! Get the BLs ready for Game 4 tonight! PinstripePride",0,"Chris_Gordon","budlight",0,2017-10-17 15:11:12,"Tues"
"285"," Spuds! One of our more famous executives. <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>",0,"zenmasterbeta","budlight",0,2017-10-17 15:09:28,"Tues"
"286"," And here's hoping you just keep on making those memories with good friends and Bud Light!",1,"germyfur","budlight",0,2017-10-17 15:06:28,"Tues"
"287"," You and  know where to find us.",1,"STRONGbutChubby","budlight",0,2017-10-17 15:01:08,"Tues"
"288"," To a true friend of the crown, Dilly Dilly!",2,"HunsTheGreat","budlight",0,2017-10-17 14:57:47,"Tues"
"289"," Grab a cold one, they're just getting started. <ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BC><ed><U+00BD><U+00BA>",2,"BHC_Capo","budlight",1,2017-10-17 00:54:52,"Tues"
"290"," You the real MVP, man. Use BUD5 to save $5 on your next Bud Light, courtesy of Drizly ",1,"BAMarch","budlight",0,2017-10-17 00:48:55,"Tues"
"291"," Dreams really do come true! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"shelblems","budlight",0,2017-10-17 00:46:29,"Tues"
"292"," 
While we wish we could, we can�t send the cans directly to you or sell them online due to beer distribution laws. TitanUp",1,"BAMarch","budlight",0,2017-10-17 00:44:36,"Tues"
"293"," It�s gonna be epic!",0,"mplum004","budlight",0,2017-10-17 00:36:22,"Tues"
"294"," Grab a BL and settle in. This game is gonna be epic! TitanUp",1,"BAMarch","budlight",0,2017-10-17 00:33:13,"Tues"
"295"," Grab a BL and settle in. This game is gonna be epic! TitanUp",1,"gavin_greenhaw","budlight",0,2017-10-17 00:32:38,"Tues"
"296"," Cheers to the offense being as strong as your selfie game. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",0,"andrabrewer","budlight",0,2017-10-17 00:31:43,"Tues"
"297"," Everyone loves a comeback story. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",0,"GhostDawg13","budlight",0,2017-10-17 00:28:33,"Tues"
"298"," Grab a BL and settle in. This game is gonna be epic! TitanUp",1,"CallMeGreg4","budlight",0,2017-10-17 00:19:30,"Tues"
"299"," Grab a BL and settle in. This game is gonna be epic! TitanUp",0,"greeneymike","budlight",0,2017-10-17 00:18:09,"Tues"
"300"," Grab a BL and settle in. This game is gonna be epic! TitanUp",0,"Bearden_","budlight",0,2017-10-17 00:17:47,"Tues"
"301"," Grab a BL and settle in. This game is gonna be epic! TitanUp",1,"UTsax","budlight",0,2017-10-17 00:16:58,"Tues"
"302"," Grab a BL and settle in. This game is gonna be epic! TitanUp",0,"bigward52","budlight",0,2017-10-17 00:15:59,"Tues"
"303"," You the real MVP, man. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"dwbrown1141","budlight",0,2017-10-17 00:14:43,"Tues"
"304"," We'll cheers to that! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB><ed><U+00A0><U+00BC><ed><U+00BE><U+0082>",0,"JRake_88","budlight",0,2017-10-17 00:13:43,"Tues"
"305"," Now that's a bold prediciton <ed><U+00A0><U+00BD><ed><U+00B1><U+0080>",0,"andrew_melby_15","budlight",0,2017-10-17 00:12:54,"Tues"
"306"," Grab a Bud Light and settle in. This should be a great game. <ed><U+00A0><U+00BC><ed><U+00BF><U+0088>",1,"dwbrown1141","budlight",0,2017-10-16 23:59:01,"Mon"
"307"," Kickoff can't come soon enough!",1,"MommamoatsBear","budlight",0,2017-10-16 23:55:38,"Mon"
"308"," Kickoff can't come soon enough! TitanUp",0,"StoneyKeeley","budlight",0,2017-10-16 23:35:47,"Mon"
"309"," Nothing beats being there IRL. Enjoy! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"jennbostic","budlight",0,2017-10-16 23:33:57,"Mon"
"310"," Make sure to grab a cold one before kick-off. <ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"CrystalNapier","budlight",0,2017-10-16 23:23:49,"Mon"
"311"," We live for this! TitanUp",0,"steveddalton","budlight",0,2017-10-16 23:20:49,"Mon"
"312"," Kickoff can't come soon enough! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"TheTigersEcho","budlight",0,2017-10-16 23:16:18,"Mon"
"313"," It�s gonna be epic! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",3,"PATTT_McKENZIE","budlight",1,2017-10-16 23:04:09,"Mon"
"314"," You all sound like true friends of the crown. DillyDilly!",0,"ZackMyers11","budlight",0,2017-10-16 23:03:20,"Mon"
"315"," Sounds like she has good taste. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>",1,"mjaynen","budlight",0,2017-10-16 23:02:37,"Mon"
"316"," Cheers to the offense being as strong as your selfie game! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",0,"ash_bash_3","budlight",0,2017-10-16 23:01:37,"Mon"
"317"," How else would you answer the phone? <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>",2,"ZackMyers11","budlight",0,2017-10-16 23:01:02,"Mon"
"318"," Dilly Dilly to that Steelers W last night! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB> HereWeGo",30,"markopolis2","budlight",2,2017-10-16 22:59:50,"Mon"
"319"," So, uh... DillyDilly?",0,"bigdawg420","budlight",0,2017-10-16 22:57:52,"Mon"
"320"," Glad we could join. Happy birthday, John! <ed><U+00A0><U+00BC><ed><U+00BE><U+0089>",12,"jaydubbya39","budlight",0,2017-10-16 22:55:42,"Mon"
"321"," You, Sir Logan, are the truest friend of the crown. Dilly Dilly! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",2,"lcbuschette","budlight",1,2017-10-16 22:50:54,"Mon"
"322"," We're counting down to kick-off! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB> Colts",1,"jcvanmeter","budlight",0,2017-10-16 22:50:09,"Mon"
"323"," Dilly Dilly!",0,"MattBassham","budlight",0,2017-10-16 22:48:29,"Mon"
"324"," Madam Erin, you have proved yourself as a true friend of the crown! Dilly Dilly!",0,"Erinopie","budlight",0,2017-10-16 22:48:10,"Mon"
"325"," Congrats, Alexa. We'll cheers to that!",1,"xo_alexxxa","budlight",0,2017-10-16 22:46:18,"Mon"
"326"," You know where to find us, Rabyn.",0,"brybry_18","budlight",0,2017-10-16 22:45:08,"Mon"
"327"," Make it a BL.",0,"thequori","budlight",0,2017-10-16 22:43:34,"Mon"
"328"," Good thing it's happy hour.",0,"CAIN_SOTELO","budlight",0,2017-10-16 22:42:37,"Mon"
"329"," Case of Bud Light &gt; Case of the Mondays. Are we right?",8,"yotatruck03","budlight",3,2017-10-16 22:39:25,"Mon"
"330","HBD to our friend and DiveBarTour star . Here's to 40 more years of legendary shredding <ed><U+00A0><U+00BC><ed><U+00BE><U+00B8> ",167,NA,"budlight",21,2017-10-16 21:38:44,"Mon"
"331"," As a sign of appreciation, we will NOT be sending you to the Pit of Misery. DillyDilly",0,"JefffMessina","budlight",0,2017-10-16 18:54:20,"Mon"
"332"," Priorities.",6,"DraetynH","budlight",1,2017-10-16 18:53:38,"Mon"
"333"," You know it, Timmy. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"TimmyFlou","budlight",0,2017-10-16 18:51:19,"Mon"
"334"," Have you brought an offering for the crown?",1,"jcvanmeter","budlight",0,2017-10-16 18:49:40,"Mon"
"335"," Have you brought an offering for the crown?",0,"GatorRyan","budlight",0,2017-10-16 18:49:40,"Mon"
"336"," Have you brought an offering for the crown?",2,"lcbuschette","budlight",0,2017-10-16 18:49:40,"Mon"
"337"," We saw that W last night. <ed><U+00A0><U+00BD><ed><U+00B1><U+0080> Dilly Dilly! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"TDionisio685","budlight",0,2017-10-16 18:48:35,"Mon"
"338"," Please follow Sir Matthew... for some ice cold Bud Lights! DillyDilly",1,"MattBassham","budlight",0,2017-10-16 18:44:44,"Mon"
"339"," We hope someone brought Madam Lauren an ice cold beer... or pit of misery for them! Dilly Dilly!",1,"laurenyoungs5","budlight",0,2017-10-16 18:43:48,"Mon"
"340"," Dilly Dilly! GoSaints!",0,"teddy_cards","budlight",1,2017-10-16 18:41:00,"Mon"
"341"," Shall we spare Sir Jason a private tour of the pit of misery? DillyDilly",2,"IMjasON_ONE","budlight",1,2017-10-16 18:37:20,"Mon"
"342"," Sunday night spent right. Dilly Dilly, Tait!",3,"DanDantait1","budlight",2,2017-10-16 18:35:14,"Mon"
"343"," Have you brought an offering for the crown, Madam Erin?",1,"Erinopie","budlight",0,2017-10-16 18:31:49,"Mon"
"344"," You, Sir Joshua, are a true friend of the crown.",2,"KURoyals4life","budlight",1,2017-10-16 18:27:21,"Mon"
"345"," Dilly Dilly all around! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB> GiantsPride",1,"EggyMcLove","budlight",0,2017-10-16 18:26:27,"Mon"
"346"," Dilly Dilly to your GiantsPride!",12,"andrew_merla","budlight",4,2017-10-16 18:24:57,"Mon"
"347"," Dilly Dilly to you, Sir Matthew!",1,"55cowboy55","budlight",0,2017-10-16 18:23:53,"Mon"
"348"," As a sign of appreciation, we will NOT be sending you to the Pit of Misery. DillyDilly",1,"Oosten_Vandy","budlight",1,2017-10-16 18:21:06,"Mon"
"349"," It's definitely meant to be.",0,"lilcactusqueen","budlight",0,2017-10-16 17:24:44,"Mon"
"350"," Oooh, it�s catching on. DillyDilly",1,"HoodHozay","budlight",2,2017-10-16 17:21:12,"Mon"
"351"," We'll cheers to that! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"Newark2Harrison","budlight",0,2017-10-16 17:16:41,"Mon"
"352"," But why not?",1,"k9embar","budlight",1,2017-10-16 17:11:52,"Mon"
"353"," Oh sure you aren't, Ellen! <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>",1,"BudLightEllen","budlight",0,2017-10-16 17:10:14,"Mon"
"354"," Less dilly dally, more DillyDilly.",1,"Newark2Harrison","budlight",0,2017-10-16 17:05:31,"Mon"
"355"," Let the countdown begin. <U+23F0><ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",0,"dj_quicksilver","budlight",0,2017-10-16 17:02:41,"Mon"
"356"," Grab a BL and settle in. This should be a great game. <ed><U+00A0><U+00BC><ed><U+00BF><U+0088>",0,"Darth_Strezious","budlight",0,2017-10-16 00:56:46,"Mon"
"357"," Nothing beats being there IRL.<ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"courtryan_","budlight",0,2017-10-16 00:49:29,"Mon"
"358"," That deserves a cold one. <ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"supermanfan78","budlight",0,2017-10-16 00:44:30,"Mon"
"359"," Grab a BL and settle in. This should be a great game. <ed><U+00A0><U+00BC><ed><U+00BF><U+0088>",1,"LadyNatrxNyc84","budlight",0,2017-10-16 00:38:17,"Mon"
"360"," Grab a Bud Light and settle in. This should be a great game. <ed><U+00A0><U+00BC><ed><U+00BF><U+0088>",1,"BClemens27","budlight",1,2017-10-16 00:37:24,"Mon"
"361"," Those are great seats. Cheers! <ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",0,"ronNcaphill","budlight",0,2017-10-16 00:35:44,"Mon"
"362"," Let's do this! GiantsPride",1,"thollywood12","budlight",1,2017-10-16 00:34:41,"Mon"
"363"," Looks  like a refreshing match-up! <ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"TimHass24","budlight",0,2017-10-16 00:29:35,"Mon"
